ESCOURI,ID,UUID,ORIGINUUID,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,SCOPENOTE
http://data.europa.eu/esco/isced-f/0532,key_722,,,,earth sciences,,"Earth sciences is the study of the composition and structure of earth including the hydrosphere and the atmosphere.
Programmes and qualifications with the following main content are classified here:
Climate research
Earth science
Geodesy
Geography (physical)
Geology
Geomatics
Geospatial technology
Meteorology
Oceanography
Seismology

=== Exclusions
Social geography is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'. Soil science is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",
http://data.europa.eu/esco/isced-f/0533,key_723,,,,physics,,"Physics is the study of properties and interactions of matter and energy. It includes the study of astronomy and space science.
Programmes and qualifications with the following main content are classified here:
Astronomy
Astrophysics
Chemical physics
Medical physics
Optics
Physics
Space science

=== Exclusions
Opticians' practice is excluded from this detailed field and included in detailed field 0914 'Medical diagnostic and treatment technology'.",
http://data.europa.eu/esco/isced-f/0539,key_724,,,,physical sciences not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/054,key_725,,,,mathematics and statistics,,,
http://data.europa.eu/esco/isced-f/0540,key_726,,,,mathematics and statistics not further defined,,,
http://data.europa.eu/esco/isced-f/0541,key_727,,,,mathematics,,"Mathematics is the study of abstract deductive systems. It includes algebra, arithmetic, geometry, real and complex analysis and pure and applied mathematics.
Programmes and qualifications with the following main content are classified here:
Algebra
Geometry
Mathematics
Numerical analysis
Operational research",
http://data.europa.eu/esco/isced-f/0542,key_728,,,,statistics,,"Statistics is the study of collecting, describing, arranging and analysing numerical data. The study of probability theory and actuarial science is included.
Programmes and qualifications with the following main content are classified here:
Actuarial science
Probability theory
Statistics, applied
Survey design
Survey sampling

=== Inclusions
Study of mathematical (theoretical) statistics is included here.

=== Exclusions
Demography/population studies is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.",
http://data.europa.eu/esco/isced-f/058,key_729,,,,"inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",,,
http://data.europa.eu/esco/isced-f/0588,key_730,,,,"inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",,"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here.",
http://data.europa.eu/esco/isced-f/059,key_731,,,,"natural sciences, mathematics and statistics not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/0599,key_732,,,,"natural sciences, mathematics and statistics not elsewhere classified",,,
